,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
196711260pit,,16,,,2,2,3,102,32,14,2,148,7,41,29,1,110,,,,4,212,5,85,46,"Sunday Nov 26, 1967",,7,,,4,2,4,52,25,6,2,75,8,27,28,0,65,,,,3,117,6,80,23,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,MIN,Minnesota Vikings
196711260nyg,,15,,,1,1,3,134,38,17,0,156,3,7,13,1,38,,,,5,172,4,33,22,"Sunday Nov 26, 1967",,26,,,1,0,0,268,34,22,4,288,6,44,36,1,176,,,,3,444,0,51,20,PHI,Philadelphia Eagles,Yankee Stadium,,Home,NYG,New York Giants
196712030min,,15,,,3,2,1,143,15,10,2,191,2,30,32,1,133,,,,5,276,3,20,48,"Sunday Dec 3, 1967",,15,,,3,2,1,57,17,8,2,90,8,27,38,1,219,,,,2,276,3,74,33,MIN,Minnesota Vikings,Metropolitan Stadium,,Away,GNB,Green Bay Packers
196712030det,,19,,,1,1,0,233,29,14,1,233,6,24,39,2,97,,,,0,330,1,98,0,"Sunday Dec 3, 1967",,18,,,1,1,2,167,34,16,1,199,3,14,29,1,87,,,,3,254,3,24,32,DET,Detroit Lions,Tiger Stadium,,Away,PIT,Pittsburgh Steelers
196712030crd,,18,,,4,2,1,146,43,17,0,201,9,20,26,2,92,,,,5,238,3,80,55,"Sunday Dec 3, 1967",,12,,,2,2,3,125,19,8,2,138,8,31,31,2,185,,,,1,310,5,83,13,NOR,New Orleans Saints,Civic Center Busch Memorial Stadium,,Home,CRD,St. Louis Cardinals
196712030clt,,13,,,0,0,4,89,27,10,1,106,4,17,33,0,134,,,,3,223,4,20,17,"Sunday Dec 3, 1967",,16,,,1,1,3,260,39,22,1,275,2,23,25,1,50,,,,2,310,4,34,15,DAL,Dallas Cowboys,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196712030cle,,26,,,0,0,2,182,43,26,1,218,3,14,29,1,161,,,,5,343,2,26,36,"Sunday Dec 3, 1967",,17,,,1,1,0,32,14,6,1,61,3,24,30,1,183,,,,4,215,1,33,29,NYG,New York Giants,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196712030was,,18,,,1,1,3,276,34,21,4,288,7,35,28,1,89,,,,1,365,4,71,12,"Sunday Dec 3, 1967",,28,,,2,1,2,366,50,30,4,366,2,35,22,1,94,,,,0,460,3,10,0,WAS,Washington Redskins,District of Columbia Stadium,,Away,PHI,Philadelphia Eagles
196712030sfo,,15,,,2,1,1,107,15,11,1,142,7,28,39,1,113,,,,4,220,2,55,35,"Sunday Dec 3, 1967",,9,,,0,0,2,155,32,12,1,180,6,14,22,1,71,,,,3,226,2,58,25,SFO,San Francisco 49ers,Kezar Stadium,,Away,CHI,Chicago Bears
196712030ram,,10,,,2,1,1,75,18,7,0,89,6,3,25,0,79,,,,3,154,2,60,14,"Sunday Dec 3, 1967",,21,,,4,2,1,169,30,18,2,179,4,20,39,0,140,,,,1,309,3,76,10,ATL,Atlanta Falcons,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196712090ram,,12,,,0,0,2,120,20,10,1,138,2,24,32,1,98,,,,3,218,2,38,18,"Saturday Dec 9, 1967",,20,,,2,1,2,222,36,20,3,227,4,27,34,0,102,,,,1,324,3,38,5,GNB,Green Bay Packers,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196712100crd,,8,,,2,2,0,49,15,8,1,66,4,20,29,0,82,,,,2,131,2,40,17,"Sunday Dec 10, 1967",,16,,,3,0,2,174,37,18,1,182,3,16,37,0,121,,,,1,295,2,41,8,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,,Away,CLE,Cleveland Browns
196712100clt,,15,,,1,1,3,195,35,18,0,214,5,10,25,1,73,,,,3,268,4,54,19,"Sunday Dec 10, 1967",,17,,,0,0,1,127,24,10,0,148,2,30,35,3,125,,,,2,252,1,6,21,NOR,New Orleans Saints,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196712100chi,,11,,,1,0,1,107,19,8,1,115,7,10,32,0,105,,,,1,212,1,62,8,"Sunday Dec 10, 1967",,16,,,2,0,0,108,25,10,0,126,7,10,36,1,190,,,,2,298,0,54,18,CHI,Chicago Bears,Wrigley Field,,Away,MIN,Minnesota Vikings
196712100atl,,23,,,4,2,1,294,34,20,2,324,7,34,42,2,174,,,,3,468,3,50,30,"Sunday Dec 10, 1967",,14,,,1,1,2,243,34,14,3,263,4,28,18,1,54,,,,2,297,3,40,20,ATL,Atlanta Falcons,Atlanta Stadium,,Away,SFO,San Francisco 49ers
196712100pit,,11,,,1,0,3,155,32,9,1,155,4,15,27,1,91,,,,0,246,3,43,0,"Sunday Dec 10, 1967",,20,,,2,1,4,226,47,19,1,226,6,10,31,0,54,,,,0,280,5,58,0,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,WAS,Washington Redskins
196712100nyg,,16,,,0,0,1,208,17,13,3,216,5,30,36,1,98,,,,1,306,1,65,8,"Sunday Dec 10, 1967",,15,,,0,0,1,29,24,7,1,117,5,7,23,0,120,,,,8,149,1,55,88,NYG,New York Giants,Yankee Stadium,,Away,DET,Detroit Lions
196712100dal,,12,,,3,2,3,79,34,15,1,132,7,17,17,0,23,,,,7,102,5,85,53,"Sunday Dec 10, 1967",,22,,,2,2,2,158,33,16,2,184,12,38,39,3,167,,,,4,325,4,124,26,PHI,Philadelphia Eagles,Cotton Bowl,,Home,DAL,Dallas Cowboys
196712160sfo,,17,,,3,2,2,137,33,16,1,191,5,16,29,1,134,,,,8,271,4,43,54,"Saturday Dec 16, 1967",,20,,,2,2,2,239,26,14,3,256,6,24,38,0,132,,,,2,371,4,65,17,DAL,Dallas Cowboys,Kezar Stadium,,Home,SFO,San Francisco 49ers
196712170nyg,,19,,,2,1,2,262,38,22,1,294,4,14,21,1,68,,,,4,330,3,40,32,"Sunday Dec 17, 1967",,20,,,1,0,2,275,29,16,4,275,3,37,36,1,143,,,,0,418,2,45,0,CRD,St. Louis Cardinals,Yankee Stadium,,Home,NYG,New York Giants
196712170gnb,,10,,,2,2,1,72,21,12,0,72,2,24,33,1,122,,,,0,194,3,20,0,"Sunday Dec 17, 1967",,15,,,6,2,3,216,36,18,1,257,6,17,26,1,93,,,,4,309,5,68,41,GNB,Green Bay Packers,Lambeau Field,,Away,PIT,Pittsburgh Steelers
196712170det,,10,,,0,0,3,48,30,9,0,82,9,3,30,0,142,,,,5,190,3,76,34,"Sunday Dec 17, 1967",,12,,,3,2,2,40,17,5,1,59,4,14,37,0,94,,,,3,134,4,55,19,MIN,Minnesota Vikings,Tiger Stadium,,Home,DET,Detroit Lions
196712170atl,,14,,,1,0,0,115,17,8,1,131,9,23,38,1,178,,,,2,293,0,65,16,"Sunday Dec 17, 1967",,13,,,0,0,1,80,31,14,1,127,7,14,19,1,77,,,,4,157,1,65,47,ATL,Atlanta Falcons,Atlanta Stadium,,Away,CHI,Chicago Bears
196712170was,,15,,,0,0,2,248,28,17,2,279,4,30,28,2,116,,,,4,364,2,36,31,"Sunday Dec 17, 1967",,19,,,2,1,2,273,49,26,2,273,4,14,18,0,58,,,,0,331,3,30,0,WAS,Washington Redskins,District of Columbia Stadium,,Away,NOR,New Orleans Saints
196712170ram,,18,,,0,0,2,158,31,19,1,206,4,10,27,0,104,,,,7,262,2,21,48,"Sunday Dec 17, 1967",,16,,,2,1,0,257,22,18,3,257,5,34,29,1,71,,,,0,328,1,46,0,CLT,Baltimore Colts,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196712170phi,,22,,,1,1,1,192,39,19,2,211,9,24,31,1,132,,,,3,324,2,93,19,"Sunday Dec 17, 1967",,18,,,3,2,0,215,28,14,3,234,3,28,24,1,125,,,,5,340,2,25,19,CLE,Cleveland Browns,Franklin Field,,Home,PHI,Philadelphia Eagles
196712230gnb,,12,,,0,0,1,142,31,11,1,186,3,7,28,0,75,,,,5,217,1,25,44,"Saturday Dec 23, 1967",,20,,,3,3,1,211,23,17,1,222,7,28,45,3,163,,,,1,374,4,44,11,RAM,Los Angeles Rams,Milwaukee County Stadium,,Home,GNB,Green Bay Packers
196712240dal,,15,,,0,0,1,163,30,14,2,194,2,14,27,0,159,,,,5,322,1,18,31,"Sunday Dec 24, 1967",,22,,,2,1,1,223,15,11,2,225,2,52,46,4,178,,,,1,401,2,10,2,CLE,Cleveland Browns,Cotton Bowl,,Home,DAL,Dallas Cowboys
196712310gnb,,11,,,3,1,1,100,26,11,1,109,7,17,33,0,92,,,,1,192,2,58,9,"Sunday Dec 31, 1967",,18,,,3,2,0,115,24,14,2,191,2,21,32,1,80,,,,8,195,2,10,76,DAL,Dallas Cowboys,Lambeau Field,,Home,GNB,Green Bay Packers
196801140gnb,,16,,,3,2,1,186,34,15,2,208,4,14,20,0,107,,,,3,293,3,31,22,"Sunday Jan 14, 1968",,19,,,0,0,0,162,24,13,1,202,1,33,41,1,160,,,,4,322,0,12,40,RAI,Oakland Raiders,Orange Bowl,,Home,GNB,Green Bay Packers
