,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
196612040dal,,21,,,3,3,2,201,43,21,1,240,6,17,29,1,94,,,,5,295,5,72,39,"Sunday Dec 4, 1966",,11,,,2,1,0,82,21,7,1,111,2,31,30,3,108,,,,4,190,1,20,29,CRD,St. Louis Cardinals,Cotton Bowl,,Home,DAL,Dallas Cowboys
196612040clt,,18,,,2,1,2,245,39,23,1,255,2,16,27,0,51,,,,2,296,3,20,10,"Sunday Dec 4, 1966",,16,,,3,1,1,148,21,13,1,148,3,21,31,1,112,,,,0,260,2,35,0,CHI,Chicago Bears,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196612040cle,,23,,,1,1,0,123,20,10,1,133,0,40,50,2,212,,,,2,335,1,0,10,"Sunday Dec 4, 1966",,21,,,0,0,3,317,27,16,3,326,6,49,18,3,130,,,,1,447,3,63,9,NYG,New York Giants,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196612040ram,,16,,,3,1,3,212,46,23,0,216,2,3,26,0,93,,,,1,305,4,20,4,"Sunday Dec 4, 1966",,14,,,0,0,0,147,28,20,1,190,4,23,31,0,146,,,,7,293,0,20,43,DET,Detroit Lions,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196612040phi,,15,,,4,2,0,155,25,11,0,195,5,23,25,2,95,,,,4,250,2,49,40,"Sunday Dec 4, 1966",,19,,,2,2,0,124,25,13,0,131,3,27,44,3,180,,,,1,304,2,35,7,PIT,Pittsburgh Steelers,Franklin Field,,Home,PHI,Philadelphia Eagles
196612100clt,,14,,,1,1,0,145,23,12,1,183,2,14,30,1,97,,,,5,242,1,19,38,"Saturday Dec 10, 1966",,15,,,1,1,4,130,25,11,0,140,3,10,43,1,153,,,,1,283,5,25,10,CLT,Baltimore Colts,Memorial Stadium (Baltimore),,Away,GNB,Green Bay Packers
196612110nyg,,20,,,1,0,1,297,35,18,2,327,8,47,33,4,95,,,,4,392,1,80,30,"Sunday Dec 11, 1966",,15,,,5,2,0,191,27,14,4,229,3,28,25,0,119,,,,4,310,2,25,38,NYG,New York Giants,Yankee Stadium,,Away,PIT,Pittsburgh Steelers
196612110det,,19,,,1,1,2,206,20,12,3,211,4,28,37,1,111,,,,1,317,3,63,5,"Sunday Dec 11, 1966",,16,,,2,0,2,150,32,18,0,201,6,16,28,1,132,,,,5,282,2,96,51,DET,Detroit Lions,Tiger Stadium,,Away,MIN,Minnesota Vikings
196612110dal,,13,,,1,1,1,295,33,18,3,308,5,34,22,0,104,,,,2,399,2,28,13,"Sunday Dec 11, 1966",,17,,,2,1,0,129,23,11,1,161,5,31,36,3,241,,,,4,370,1,38,32,DAL,Dallas Cowboys,Cotton Bowl,,Away,WAS,Washington Redskins
196612110atl,,16,,,1,1,2,195,37,20,0,211,5,10,30,1,101,,,,2,296,3,32,16,"Sunday Dec 11, 1966",,11,,,1,1,1,105,32,8,1,105,8,16,30,0,87,,,,0,192,2,64,0,CRD,St. Louis Cardinals,Atlanta Stadium,,Home,ATL,Atlanta Falcons
196612110sfo,,9,,,3,1,3,64,29,10,1,106,4,14,17,1,65,,,,4,129,4,47,42,"Sunday Dec 11, 1966",,25,,,1,1,1,262,39,22,2,283,5,41,35,0,149,,,,4,411,2,35,21,CHI,Chicago Bears,Kezar Stadium,,Home,SFO,San Francisco 49ers
196612110phi,,21,,,0,0,3,231,40,17,2,239,7,21,24,0,118,,,,1,349,3,60,8,"Sunday Dec 11, 1966",,17,,,2,1,4,117,23,7,1,120,3,33,44,1,203,,,,1,320,5,18,3,CLE,Cleveland Browns,Franklin Field,,Home,PHI,Philadelphia Eagles
196612170crd,,20,,,0,0,1,344,32,17,4,367,6,38,25,1,84,,,,2,428,1,50,23,"Saturday Dec 17, 1966",,12,,,3,2,1,99,29,13,0,155,6,10,29,1,128,,,,6,227,3,30,56,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,,Away,CLE,Cleveland Browns
196612180ram,,14,,,5,3,1,237,23,13,1,245,3,27,35,1,118,,,,2,355,4,49,8,"Sunday Dec 18, 1966",,19,,,3,1,1,251,38,23,1,284,5,23,26,1,100,,,,6,351,2,56,33,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,,Away,GNB,Green Bay Packers
196612180nyg,,11,,,1,1,1,155,24,15,1,181,6,17,26,0,102,,,,3,257,2,60,26,"Sunday Dec 18, 1966",,19,,,2,0,2,155,33,15,0,225,2,7,36,1,107,,,,9,262,2,20,70,NYG,New York Giants,Yankee Stadium,,Away,DAL,Dallas Cowboys
196612180chi,,29,,,5,2,2,245,36,17,3,260,5,28,45,1,215,,,,2,460,4,61,15,"Sunday Dec 18, 1966",,14,,,1,0,0,113,12,3,1,120,8,41,36,3,267,,,,1,380,0,72,7,MIN,Minnesota Vikings,Wrigley Field,,Home,CHI,Chicago Bears
196612180atl,,27,,,3,1,0,332,31,19,2,359,5,57,36,4,126,,,,2,458,1,31,27,"Sunday Dec 18, 1966",,18,,,3,2,3,291,33,15,4,301,10,33,24,1,79,,,,1,370,5,118,10,ATL,Atlanta Falcons,Atlanta Stadium,,Away,PIT,Pittsburgh Steelers
196612180was,,20,,,5,2,2,170,28,18,1,195,6,37,40,3,140,,,,3,310,4,40,25,"Sunday Dec 18, 1966",,17,,,6,4,2,248,39,20,4,270,2,28,17,0,107,,,,3,355,6,23,22,WAS,Washington Redskins,District of Columbia Stadium,,Away,PHI,Philadelphia Eagles
196612180sfo,,21,,,0,0,1,319,30,20,4,339,9,30,31,0,84,,,,2,403,1,83,20,"Sunday Dec 18, 1966",,19,,,2,2,1,179,40,19,2,224,12,14,25,0,126,,,,4,305,3,109,45,SFO,San Francisco 49ers,Kezar Stadium,,Away,CLT,Baltimore Colts
196701010dal,,19,,,1,1,0,265,28,19,4,304,2,34,24,0,102,,,,5,367,1,23,39,"Sunday Jan 1, 1967",,23,,,3,1,1,231,31,15,1,238,6,27,40,2,187,,,,2,418,2,29,7,DAL,Dallas Cowboys,Cotton Bowl,,Away,GNB,Green Bay Packers
196701150gnb,,17,,,1,0,1,167,32,17,1,228,4,10,19,0,72,,,,6,239,1,26,61,"Sunday Jan 15, 1967",,21,,,1,0,1,228,24,16,2,250,4,35,33,3,130,,,,3,358,1,40,22,KAN,Kansas City Chiefs,Los Angeles Memorial Coliseum,,Home,GNB,Green Bay Packers
