,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197212170nyj,,16,,,1,1,2,149,17,7,2,156,6,26,36,1,193,,,,1,342,3,37,7,"Sunday Dec 17, 1972",,15,,,5,2,1,24,12,5,0,44,2,10,37,1,182,,,,3,206,3,5,20,NYJ,New York Jets,Shea Stadium,1:00pm,Away,CLE,Cleveland Browns
197212170atl,,19,,,0,0,1,108,26,18,2,139,2,17,43,0,182,,,,3,290,1,20,31,"Sunday Dec 17, 1972",,16,,,3,1,2,166,25,11,1,177,3,14,31,1,85,,,,2,251,3,25,11,ATL,Atlanta Falcons,Atlanta Stadium,1:00pm,Away,KAN,Kansas City Chiefs
197212170was,,17,,,2,0,2,80,21,10,0,107,9,24,45,2,184,,,,3,264,2,122,27,"Sunday Dec 17, 1972",,15,,,1,0,3,38,15,4,0,62,6,17,35,2,133,,,,3,171,3,40,24,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,1:00pm,Away,BUF,Buffalo Bills
197212170oti,,24,,,1,1,0,190,27,20,1,223,5,61,26,3,153,,,,2,343,1,47,33,"Sunday Dec 17, 1972",,17,,,2,0,5,164,32,17,2,181,9,17,35,0,132,,,,2,296,5,84,17,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,CIN,Cincinnati Bengals
197212170nor,,15,,,0,0,0,66,15,6,0,75,3,30,43,2,178,,,,2,244,0,25,9,"Sunday Dec 17, 1972",,12,,,3,1,1,102,24,14,2,142,1,20,21,0,50,,,,4,152,2,1,40,NOR,New Orleans Saints,Tulane Stadium,2:00pm,Away,GNB,Green Bay Packers
197212170crd,,18,,,1,0,0,171,27,14,2,223,5,23,30,0,104,,,,5,275,0,55,52,"Sunday Dec 17, 1972",,18,,,3,1,1,324,31,19,2,334,2,24,27,1,72,,,,1,396,2,20,10,PHI,Philadelphia Eagles,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197212170den,,22,,,3,0,0,135,35,18,1,210,7,21,27,2,125,,,,7,260,0,48,75,"Sunday Dec 17, 1972",,26,,,0,0,0,341,31,21,3,341,7,45,31,3,141,,,,0,482,0,90,0,NWE,New England Patriots,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197212170dal,,25,,,2,0,1,175,28,16,2,175,5,23,52,0,174,,,,0,349,1,52,0,"Sunday Dec 17, 1972",,10,,,3,1,3,85,21,12,0,110,7,3,20,0,47,,,,4,132,4,73,25,DAL,Dallas Cowboys,Texas Stadium,4:00pm,Away,NYG,New York Giants
197212170sdg,,15,,,1,0,1,131,24,12,1,152,8,24,39,2,115,,,,2,246,1,79,21,"Sunday Dec 17, 1972",,12,,,4,3,4,116,26,11,0,122,6,2,30,0,56,,,,1,172,7,60,6,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,PIT,Pittsburgh Steelers
197212170ram,,24,,,0,0,1,213,24,18,2,250,2,34,36,1,157,,,,5,370,1,10,37,"Sunday Dec 17, 1972",,20,,,1,1,1,214,35,21,2,221,6,17,25,0,119,,,,1,333,2,44,7,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,4:00pm,Away,DET,Detroit Lions
197212170rai,,15,,,1,1,0,33,18,6,0,53,6,21,36,1,162,,,,4,195,1,56,20,"Sunday Dec 17, 1972",,25,,,4,2,2,168,26,17,2,178,6,28,35,2,191,,,,1,359,4,49,10,CHI,Chicago Bears,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197212230pit,,13,,,3,2,2,78,30,12,0,102,2,7,31,1,138,,,,4,216,4,15,24,"Saturday Dec 23, 1972",,13,,,0,0,1,144,25,11,1,175,1,13,36,0,108,,,,3,252,1,5,31,RAI,Oakland Raiders,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197212230sfo,,22,,,4,3,2,237,41,20,3,270,3,30,31,0,165,,,,5,402,5,35,33,"Saturday Dec 23, 1972",,13,,,5,1,2,150,22,12,0,150,7,28,37,3,105,,,,0,255,3,56,0,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,DAL,Dallas Cowboys
197212240was,,10,,,0,0,1,133,24,12,0,150,6,3,29,0,78,,,,2,211,1,54,17,"Sunday Dec 24, 1972",,13,,,1,1,0,94,14,7,1,100,4,16,36,0,138,,,,1,232,1,30,6,GNB,Green Bay Packers,Robert F. Kennedy Memorial Stadium,12:00pm,Home,WAS,Washington Redskins
197212240mia,,15,,,2,0,5,118,23,9,1,131,3,14,32,1,165,,,,2,283,5,25,13,"Sunday Dec 24, 1972",,17,,,2,2,0,74,13,6,0,88,3,20,47,1,198,,,,4,272,2,25,14,CLE,Cleveland Browns,Orange Bowl,3:00pm,Home,MIA,Miami Dolphins
197212310pit,,19,,,0,0,1,121,16,10,1,121,2,21,49,2,193,,,,0,314,1,19,0,"Sunday Dec 31, 1972",,13,,,2,0,2,122,20,10,1,137,4,17,26,0,128,,,,2,250,2,30,15,PIT,Pittsburgh Steelers,Three Rivers Stadium,12:00pm,Away,MIA,Miami Dolphins
197212310was,,8,,,1,1,0,73,21,9,0,98,4,3,21,0,96,,,,3,169,1,30,25,"Sunday Dec 31, 1972",,16,,,2,1,0,194,18,14,2,194,4,26,44,0,122,,,,0,316,1,38,0,DAL,Dallas Cowboys,Robert F. Kennedy Memorial Stadium,3:00pm,Home,WAS,Washington Redskins
197301140mia,,16,,,1,0,3,87,28,14,0,104,3,7,36,0,141,,,,2,228,3,25,17,"Sunday Jan 14, 1973",,12,,,2,1,1,69,11,8,1,88,3,14,37,1,184,,,,2,253,2,35,19,WAS,Washington Redskins,Los Angeles Memorial Coliseum,3:50pm,Home,MIA,Miami Dolphins
